топик,подпись,шлюз,ld58,канал,назначение,режим,имя,клапаны
/devices/ld58_32_201/controls/7,[32·201·7] набережная,192.168.69.32,201,7,Фонарь,ШИМ,набережная,Дубна 7
/devices/ld58_32_201/controls/8,[32·201·8] сквер у гостиницы,192.168.69.32,201,8,Фонарь,ШИМ,сквер у гостиницы,Дубна 7
/devices/ld58_32_202/controls/1,"[32·202·1] Гостиница Дубна, корпус 3 — 1 этаж",192.168.69.32,202,1,Дом,Постоянный,"Гостиница Дубна, корпус 3 — 1 этаж",Дубна 7
/devices/ld58_32_202/controls/2,"[32·202·2] Гостиница Дубна, корпус 4 — гр6",192.168.69.32,202,2,Дом,Постоянный,"Гостиница Дубна, корпус 4 — гр6",Дубна 7
/devices/ld58_32_202/controls/3,"[32·202·3] Гостиница Дубна, корпус 5 — гр7",192.168.69.32,202,3,Дом,Постоянный,"Гостиница Дубна, корпус 5 — гр7",Дубна 7
/devices/ld58_32_202/controls/4,"[32·202·4] Гостиница Дубна, корпус 6 — гр8",192.168.69.32,202,4,Дом,Постоянный,"Гостиница Дубна, корпус 6 — гр8",Дубна 7
/devices/ld58_32_202/controls/5,"[32·202·5] Гостиница Дубна, корпус 7 — гр9",192.168.69.32,202,5,Дом,Постоянный,"Гостиница Дубна, корпус 7 — гр9",Дубна 7
/devices/ld58_32_202/controls/6,"[32·202·6] Гостиница Дубна, корпус 8 — гр10",192.168.69.32,202,6,Дом,Постоянный,"Гостиница Дубна, корпус 8 — гр10",Дубна 7
/devices/ld58_32_202/controls/7,[32·202·7] городские,192.168.69.32,202,7,Фонарь,ШИМ,городские,Дубна 7
/devices/ld58_32_202/controls/8,[32·202·8] (свободен),192.168.69.32,202,8,---,Постоянный,свободен,Дубна 7
/devices/ld58_36_196/controls/1,[36·196·1] (свободен),192.168.69.36,196,1,---,Постоянный,свободен,Дубна 8
/devices/ld58_36_196/controls/2,[36·196·2] Машинка,192.168.69.36,196,2,Машинка,Постоянный,Машинка,Дубна 8
/devices/ld58_36_196/controls/3,[36·196·3] многоквартирный дом для ученых 1,192.168.69.36,196,3,Дом,Постоянный,многоквартирный дом для ученых 1,Дубна 8
/devices/ld58_36_196/controls/4,[36·196·4] Дом ученых ОИЯИ,192.168.69.36,196,4,Дом,Постоянный,Дом ученых ОИЯИ,Дубна 8
/devices/ld58_36_196/controls/5,[36·196·5] музей истории науки и техники ОИЯИ,192.168.69.36,196,5,Дом,Постоянный,музей истории науки и техники ОИЯИ,Дубна 8
/devices/ld58_36_196/controls/6,[36·196·6] многоквартирный дом для ученых 2,192.168.69.36,196,6,Дом,Постоянный,многоквартирный дом для ученых 2,Дубна 8
/devices/ld58_36_196/controls/7,[36·196·7] городские,192.168.69.36,196,7,Фонарь,ШИМ,городские,Дубна 8
/devices/ld58_36_196/controls/8,[36·196·8] сквер,192.168.69.36,196,8,Фонарь,ШИМ,сквер,Дубна 8
/devices/ld58_36_197/controls/1,[36·197·1] пляж Дубна,192.168.69.36,197,1,Плеер,Постоянный,пляж Дубна,Дубна 8
/devices/ld58_36_197/controls/2,[36·197·2] церковь Похвалы Пресвятой Богородицы,192.168.69.36,197,2,Дом,Постоянный,церковь Похвалы Пресвятой Богородицы,Дубна 8
/devices/ld58_36_197/controls/3,"[36·197·3] гостиница Дубна, корпус 1 — 1ый этаж",192.168.69.36,197,3,Дом,Постоянный,"гостиница Дубна, корпус 1 — 1ый этаж",Дубна 8
/devices/ld58_36_197/controls/4,[36·197·4] коттедж руководства ОИЯИ 1,192.168.69.36,197,4,Дом,Постоянный,коттедж руководства ОИЯИ 1,Дубна 8
/devices/ld58_36_197/controls/5,[36·197·5] коттедж руководства ОИЯИ 2,192.168.69.36,197,5,Дом,Постоянный,коттедж руководства ОИЯИ 2,Дубна 8
/devices/ld58_36_197/controls/6,[36·197·6] ДК Мир,192.168.69.36,197,6,Дом,Постоянный,ДК Мир,Дубна 8
/devices/ld58_36_197/controls/7,[36·197·7] в парке вокруг ДК,192.168.69.36,197,7,Фонарь,ШИМ,в парке вокруг ДК,Дубна 8
/devices/ld58_36_197/controls/8,"[36·197·8] Солнечная система, световая инсталляция",192.168.69.36,197,8,Фонарь,ШИМ,"Солнечная система, световая инсталляция",Дубна 8
/devices/ld58_36_198/controls/1,"[36·198·1] гостиница Дубна, корпус 1 — гр1",192.168.69.36,198,1,Дом,Постоянный,"гостиница Дубна, корпус 1 — гр1",Дубна 8
/devices/ld58_36_198/controls/2,"[36·198·2] гостиница Дубна, корпус 2 — гр2",192.168.69.36,198,2,Дом,Постоянный,"гостиница Дубна, корпус 2 — гр2",Дубна 8
/devices/ld58_36_198/controls/3,"[36·198·3] гостиница Дубна, корпус 3 — гр3",192.168.69.36,198,3,Дом,Постоянный,"гостиница Дубна, корпус 3 — гр3",Дубна 8
/devices/ld58_36_198/controls/4,"[36·198·4] гостиница Дубна, корпус 4 — гр4",192.168.69.36,198,4,Дом,Постоянный,"гостиница Дубна, корпус 4 — гр4",Дубна 8
/devices/ld58_36_198/controls/5,"[36·198·5] гостиница Дубна, корпус 5 — гр5",192.168.69.36,198,5,Дом,Постоянный,"гостиница Дубна, корпус 5 — гр5",Дубна 8
/devices/ld58_36_198/controls/6,"[36·198·6] гостиница Дубна, корпус 6 — гр6",192.168.69.36,198,6,Дом,Постоянный,"гостиница Дубна, корпус 6 — гр6",Дубна 8
/devices/ld58_36_198/controls/7,[36·198·7] (свободен),192.168.69.36,198,7,---,Постоянный,свободен,Дубна 8
/devices/ld58_36_198/controls/8,[36·198·8] (свободен),192.168.69.36,198,8,---,Постоянный,свободен,Дубна 8
/devices/ld58_37_140/controls/1,"[37·140·1] Спасская, 25",192.168.69.37,140,1,Дом,Постоянный,"Спасская, 25",Углич 1
/devices/ld58_37_140/controls/2,[37·140·2] дом дворян Тугариновых,192.168.69.37,140,2,Дом,Постоянный,дом дворян Тугариновых,Углич 1
/devices/ld58_37_140/controls/3,[37·140·3] доп∕строение — деревенский дом,192.168.69.37,140,3,Дом,Постоянный,доп∕строение — деревенский дом,Углич 1
/devices/ld58_37_140/controls/4,[37·140·4] д∕с — деревенский дом,192.168.69.37,140,4,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_140/controls/5,[37·140·5] д∕с — деревенский дом,192.168.69.37,140,5,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_140/controls/6,[37·140·6] д∕с — кпп ГЭС Углич,192.168.69.37,140,6,Дом,Постоянный,д∕с — кпп ГЭС Углич,Углич 1
/devices/ld58_37_140/controls/7,[37·140·7] кпп ГЭС Углич,192.168.69.37,140,7,Фонарь,ШИМ,кпп ГЭС Углич,Углич 1
/devices/ld58_37_140/controls/8,[37·140·8] (свободен),192.168.69.37,140,8,---,Постоянный,свободен,Углич 1
/devices/ld58_37_141/controls/1,[37·141·1] жд пути станции Углич — зелёный 1,192.168.69.37,141,1,Светофор,Постоянный,жд пути станции Углич — зелёный 1,Углич 1
/devices/ld58_37_141/controls/2,[37·141·2] жд пути станции Углич — красный 1,192.168.69.37,141,2,Светофор,Постоянный,жд пути станции Углич — красный 1,Углич 1
/devices/ld58_37_141/controls/3,[37·141·3] жд пути станции Углич — белый 2,192.168.69.37,141,3,Светофор,Постоянный,жд пути станции Углич — белый 2,Углич 1
/devices/ld58_37_141/controls/4,[37·141·4] жд пути станции Углич — синий 2,192.168.69.37,141,4,Светофор,Постоянный,жд пути станции Углич — синий 2,Углич 1
/devices/ld58_37_141/controls/5,[37·141·5] жд пути станции Углич — белый 3,192.168.69.37,141,5,Светофор,Постоянный,жд пути станции Углич — белый 3,Углич 1
/devices/ld58_37_141/controls/6,[37·141·6] жд пути станции Углич — синий 3,192.168.69.37,141,6,Светофор,Постоянный,жд пути станции Углич — синий 3,Углич 1
/devices/ld58_37_141/controls/7,[37·141·7] жд пути станции Углич — белый 4,192.168.69.37,141,7,Светофор,Постоянный,жд пути станции Углич — белый 4,Углич 1
/devices/ld58_37_141/controls/8,[37·141·8] жд пути станции Углич — синий 4,192.168.69.37,141,8,Светофор,Постоянный,жд пути станции Углич — синий 4,Углич 1
/devices/ld58_37_142/controls/1,[37·142·1] постоялый двор Погудаловых,192.168.69.37,142,1,Дом,Постоянный,постоялый двор Погудаловых,Углич 1
/devices/ld58_37_142/controls/2,[37·142·2] д∕с — деревенский дом,192.168.69.37,142,2,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_142/controls/3,[37·142·3] Машинка,192.168.69.37,142,3,Машинка,Постоянный,Машинка,Углич 1
/devices/ld58_37_142/controls/4,[37·142·4] ж∕д вокзал Углич,192.168.69.37,142,4,Дом,Постоянный,ж∕д вокзал Углич,Углич 1
/devices/ld58_37_142/controls/5,[37·142·5] (свободен),192.168.69.37,142,5,---,Постоянный,свободен,Углич 1
/devices/ld58_37_142/controls/6,[37·142·6] (свободен),192.168.69.37,142,6,---,Постоянный,свободен,Углич 1
/devices/ld58_37_142/controls/7,[37·142·7] жд вокзал,192.168.69.37,142,7,Фонарь,ШИМ,жд вокзал,Углич 1
/devices/ld58_37_142/controls/8,[37·142·8] (свободен),192.168.69.37,142,8,---,Постоянный,свободен,Углич 1
/devices/ld58_37_143/controls/1,[37·143·1] д∕с — 5кж 1группа,192.168.69.37,143,1,Дом,Постоянный,д∕с — 5кж 1группа,Углич 1
/devices/ld58_37_143/controls/2,[37·143·2] д∕с — 5кж 2группа,192.168.69.37,143,2,Дом,Постоянный,д∕с — 5кж 2группа,Углич 1
/devices/ld58_37_143/controls/3,[37·143·3] гараж,192.168.69.37,143,3,Фонарь,Постоянный,гараж,Углич 1
/devices/ld58_37_143/controls/4,[37·143·4] дом Потехиных,192.168.69.37,143,4,Дом,Постоянный,дом Потехиных,Углич 1
/devices/ld58_37_143/controls/5,[37·143·5] д∕с — городской особняк,192.168.69.37,143,5,Дом,Постоянный,д∕с — городской особняк,Углич 1
/devices/ld58_37_143/controls/6,[37·143·6] дом Истоминых,192.168.69.37,143,6,Дом,Постоянный,дом Истоминых,Углич 1
/devices/ld58_37_143/controls/7,[37·143·7] д∕с — 5 кж подъезд,192.168.69.37,143,7,Дом,ШИМ,д∕с — 5 кж подъезд,Углич 1
/devices/ld58_37_143/controls/8,[37·143·8] (свободен),192.168.69.37,143,8,---,Постоянный,свободен,Углич 1
/devices/ld58_37_144/controls/1,[37·144·1] д∕с — деревенский дом,192.168.69.37,144,1,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_144/controls/2,[37·144·2] дом Русиновых,192.168.69.37,144,2,Дом,Постоянный,дом Русиновых,Углич 1
/devices/ld58_37_144/controls/3,[37·144·3] дом купца Тропина,192.168.69.37,144,3,Дом,Постоянный,дом купца Тропина,Углич 1
/devices/ld58_37_144/controls/4,[37·144·4] д∕с — деревенский дом,192.168.69.37,144,4,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_144/controls/5,[37·144·5] Смоленская церковь Богоявленского монастыря,192.168.69.37,144,5,Дом,Постоянный,Смоленская церковь Богоявленского монастыря,Углич 1
/devices/ld58_37_144/controls/6,[37·144·6] колокольня Богоявленского монастыря,192.168.69.37,144,6,Плеер,Постоянный,колокольня Богоявленского монастыря,Углич 1
/devices/ld58_37_144/controls/7,[37·144·7] Храм иконы БМ Федоровская Богоявленского мон. — уменьшить яркость?,192.168.69.37,144,7,Дом,ШИМ,Храм иконы БМ Федоровская Богоявленского мон. — уменьшить яркость?,Углич 1
/devices/ld58_37_144/controls/8,[37·144·8] городские,192.168.69.37,144,8,Фонарь,ШИМ,городские,Углич 1
/devices/ld58_37_145/controls/1,[37·145·1] Торговые ряды,192.168.69.37,145,1,Дом,Постоянный,Торговые ряды,Углич 1
/devices/ld58_37_145/controls/2,[37·145·2] дом Калашниковых,192.168.69.37,145,2,Дом,Постоянный,дом Калашниковых,Углич 1
/devices/ld58_37_145/controls/3,[37·145·3] дом Евреиновых (Администрация),192.168.69.37,145,3,Дом,Постоянный,дом Евреиновых (Администрация),Углич 1
/devices/ld58_37_145/controls/4,[37·145·4] д∕с — деревенский дом,192.168.69.37,145,4,Дом,Постоянный,д∕с — деревенский дом,Углич 1
/devices/ld58_37_145/controls/5,[37·145·5] дом Винградовых,192.168.69.37,145,5,Дом,Постоянный,дом Винградовых,Углич 1
/devices/ld58_37_145/controls/6,[37·145·6] Собор Богоявления Господня (Богоявленского мон.),192.168.69.37,145,6,Дом,Постоянный,Собор Богоявления Господня (Богоявленского мон.),Углич 1
/devices/ld58_37_145/controls/7,[37·145·7] городские,192.168.69.37,145,7,Фонарь,ШИМ,городские,Углич 1
/devices/ld58_37_145/controls/8,[37·145·8] монастырь,192.168.69.37,145,8,Фонарь,ШИМ,монастырь,Углич 1
/devices/ld58_38_195/controls/1,[38·195·1] (свободен),192.168.69.38,195,1,---,Постоянный,свободен,Дубна 2
/devices/ld58_38_195/controls/2,[38·195·2] (свободен),192.168.69.38,195,2,---,Постоянный,свободен,Дубна 2
/devices/ld58_38_195/controls/3,[38·195·3] (свободен),192.168.69.38,195,3,---,Постоянный,свободен,Дубна 2
/devices/ld58_38_195/controls/4,[38·195·4] (свободен),192.168.69.38,195,4,---,Постоянный,свободен,Дубна 2
/devices/ld58_38_195/controls/5,[38·195·5] Машинка,192.168.69.38,195,5,Машинка,Постоянный,Машинка,Дубна 2
/devices/ld58_38_195/controls/6,[38·195·6] МАУК Музей Дубны. Отделение истории создания крылатых ракет,192.168.69.38,195,6,Дом,Постоянный,МАУК Музей Дубны. Отделение истории создания крылатых ракет,Дубна 2
/devices/ld58_38_195/controls/7,[38·195·7] территория музея,192.168.69.38,195,7,Фонарь,ШИМ,территория музея,Дубна 2
/devices/ld58_38_195/controls/8,[38·195·8] городские,192.168.69.38,195,8,Фонарь,ШИМ,городские,Дубна 2
/devices/ld58_39_158/controls/1,[39·158·1] плеер ∕ колокольня Вознесенской церкови,192.168.69.39,158,1,Плеер,Постоянный,плеер ∕ колокольня Вознесенской церкови,Мышкин 6; Мышкин 7
/devices/ld58_39_158/controls/2,[39·158·2] Вознесенская церковь (Охотино),192.168.69.39,158,2,Дом,Постоянный,Вознесенская церковь (Охотино),Мышкин 6; Мышкин 7
/devices/ld58_39_158/controls/3,[39·158·3] костер,192.168.69.39,158,3,Фонарь,Мигающий,костер,Мышкин 6; Мышкин 7
/devices/ld58_39_158/controls/4,[39·158·4] Машинка,192.168.69.39,158,4,Машинка,Постоянный,Машинка,Мышкин 6
/devices/ld58_39_158/controls/5,[39·158·5] (свободен),192.168.69.39,158,5,---,Постоянный,свободен,Мышкин 6
/devices/ld58_39_158/controls/6,[39·158·6] (свободен),192.168.69.39,158,6,---,Постоянный,свободен,Мышкин 6
/devices/ld58_39_158/controls/7,[39·158·7] Фонарь,192.168.69.39,158,7,Фонарь,ШИМ,Фонарь,Мышкин 6
/devices/ld58_39_158/controls/8,[39·158·8] (свободен),192.168.69.39,158,8,---,Постоянный,свободен,Мышкин 6
/devices/ld58_40_172/controls/1,[40·172·1] (свободен),192.168.69.40,172,1,---,Постоянный,свободен,Кашин 2
/devices/ld58_40_172/controls/2,[40·172·2] (свободен),192.168.69.40,172,2,---,Постоянный,свободен,Кашин 2
/devices/ld58_40_172/controls/3,"[40·172·3] дальняя часть моста через ГЭС, неск. фонарей",192.168.69.40,172,3,Фонарь,Постоянный,"дальняя часть моста через ГЭС, неск. фонарей",Кашин 2
/devices/ld58_40_172/controls/4,[40·172·4] машинки,192.168.69.40,172,4,Машинка,Постоянный,машинки,Кашин 2; Углич 7
/devices/ld58_40_172/controls/5,[40·172·5] здания шлюза — сборка 4х зданий,192.168.69.40,172,5,Дом,Постоянный,здания шлюза — сборка 4х зданий,Кашин 1; Кашин 2; Углич 6; Углич 7
/devices/ld58_40_172/controls/6,[40·172·6] здание-портал Угличского шлюза,192.168.69.40,172,6,Дом,Постоянный,здание-портал Угличского шлюза,Кашин 2
/devices/ld58_40_172/controls/7,[40·172·7] сборка линий фонарей вдоль шлюза Углич,192.168.69.40,172,7,Фонарь,ШИМ,сборка линий фонарей вдоль шлюза Углич,Кашин 2; Углич 6
/devices/ld58_40_172/controls/8,[40·172·8] городские,192.168.69.40,172,8,Фонарь,ШИМ,городские,Кашин 2; Углич 7
/devices/ld58_41_121/controls/1,[41·121·1] д∕с — глэмпинг в лесу,192.168.69.41,121,1,Дом,Постоянный,д∕с — глэмпинг в лесу,Калязин 1
/devices/ld58_41_121/controls/2,[41·121·2] д∕с — 3 деревенских дома,192.168.69.41,121,2,Дом,Постоянный,д∕с — 3 деревенских дома,Калязин 1
/devices/ld58_41_121/controls/3,[41·121·3] Трактиръ ∕ дом Виноградовых,192.168.69.41,121,3,Дом,Постоянный,Трактиръ ∕ дом Виноградовых,Калязин 1
/devices/ld58_41_121/controls/4,[41·121·4] Машинка,192.168.69.41,121,4,Машинка,Постоянный,Машинка,Калязин 1
/devices/ld58_41_121/controls/5,[41·121·5] костер привала ушкуйников,192.168.69.41,121,5,Фонарь,Мигающий,костер привала ушкуйников,Калязин 1
/devices/ld58_41_121/controls/6,[41·121·6] Богородице-Рождественская церковь,192.168.69.41,121,6,Дом,Постоянный,Богородице-Рождественская церковь,Калязин 1
/devices/ld58_41_121/controls/7,[41·121·7] деревенские,192.168.69.41,121,7,Фонарь,ШИМ,деревенские,Калязин 1
/devices/ld58_41_121/controls/8,[41·121·8] (свободен),192.168.69.41,121,8,---,Постоянный,свободен,Калязин 1
/devices/ld58_42_203/controls/1,[42·203·1] Машинка,192.168.69.42,203,1,Машинка,Постоянный,Машинка,Дубна 9
/devices/ld58_42_203/controls/2,[42·203·2] семейный коттедж ОИЯИ 1,192.168.69.42,203,2,Дом,Постоянный,семейный коттедж ОИЯИ 1,Дубна 9
/devices/ld58_42_203/controls/3,[42·203·3] семейный коттедж ОИЯИ 2,192.168.69.42,203,3,Дом,Постоянный,семейный коттедж ОИЯИ 2,Дубна 9
/devices/ld58_42_203/controls/4,[42·203·4] Центр космической связи,192.168.69.42,203,4,Дом,Постоянный,Центр космической связи,Дубна 9
/devices/ld58_42_203/controls/5,[42·203·5] КПП ЦКС,192.168.69.42,203,5,Дом,Постоянный,КПП ЦКС,Дубна 9
/devices/ld58_42_203/controls/6,[42·203·6] (свободен),192.168.69.42,203,6,---,Постоянный,свободен,Дубна 9
/devices/ld58_42_203/controls/7,[42·203·7] территория ЦКС,192.168.69.42,203,7,Фонарь,ШИМ,территория ЦКС,Дубна 9
/devices/ld58_42_203/controls/8,[42·203·8] (свободен),192.168.69.42,203,8,---,Постоянный,свободен,Дубна 9
/devices/ld58_44_138/controls/1,[44·138·1] д∕с — здание управления грузового порта Углича,192.168.69.44,138,1,Дом,Постоянный,д∕с — здание управления грузового порта Углича,Углич 5
/devices/ld58_44_138/controls/2,[44·138·2] жд стрелка перед грузовым портом — жд красный,192.168.69.44,138,2,Светофор,Постоянный,жд стрелка перед грузовым портом — жд красный,Углич 5
/devices/ld58_44_138/controls/3,[44·138·3] жд стрелка перед грузовым портом — жд зеленый,192.168.69.44,138,3,Световор,Постоянный,жд стрелка перед грузовым портом — жд зеленый,Углич 5
/devices/ld58_44_138/controls/4,[44·138·4] жд переезд перед грузовым портом,192.168.69.44,138,4,Светофор,Мигающий,жд переезд перед грузовым портом,Углич 5
/devices/ld58_44_138/controls/5,[44·138·5] привал Екатерины,192.168.69.44,138,5,Плеер,Постоянный,привал Екатерины,Углич 5
/devices/ld58_44_138/controls/6,[44·138·6] (свободен),192.168.69.44,138,6,---,Постоянный,свободен,Углич 5
/devices/ld58_44_138/controls/7,[44·138·7] городские,192.168.69.44,138,7,Фонарь,Постоянный,городские,Углич 5
/devices/ld58_44_138/controls/8,[44·138·8] (свободен),192.168.69.44,138,8,---,Постоянный,свободен,Углич 5
/devices/ld58_44_139/controls/1,[44·139·1] жд переезд на территории грузового порта,192.168.69.44,139,1,Фонарь,Мигающий,жд переезд на территории грузового порта,Углич 5
/devices/ld58_44_139/controls/2,[44·139·2] Машинка,192.168.69.44,139,2,Машинка,Постоянный,Машинка,Углич 5
/devices/ld58_44_139/controls/3,[44·139·3] грузовой порт,192.168.69.44,139,3,Фонарь,Постоянный,грузовой порт,Углич 5
/devices/ld58_44_139/controls/4,[44·139·4] д∕с — трансформаторная ГЭС,192.168.69.44,139,4,Дом,Постоянный,д∕с — трансформаторная ГЭС,Углич 5
/devices/ld58_44_139/controls/5,[44·139·5] порт,192.168.69.44,139,5,Плеер,Постоянный,порт,Углич 5
/devices/ld58_44_139/controls/6,[44·139·6] (свободен),192.168.69.44,139,6,---,Постоянный,свободен,Углич 5
/devices/ld58_44_139/controls/7,[44·139·7] рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,192.168.69.44,139,7,Машинка,ШИМ,рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,Углич 5
/devices/ld58_44_139/controls/8,[44·139·8] рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,192.168.69.44,139,8,Машинка,ШИМ,рекомендовано 20% 40Гц. pwm более 30% не включать — кран портовый,Углич 5
/devices/ld58_45_173/controls/1,[45·173·1] здание ДОЛ Орленок,192.168.69.45,173,1,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/2,[45·173·2] здание ДОЛ Орленок,192.168.69.45,173,2,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/3,[45·173·3] здание ДОЛ Орленок,192.168.69.45,173,3,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/4,[45·173·4] здание ДОЛ Орленок,192.168.69.45,173,4,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/5,[45·173·5] здание ДОЛ Орленок,192.168.69.45,173,5,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/6,[45·173·6] здание ДОЛ Орленок,192.168.69.45,173,6,Дом,Постоянный,здание ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/7,[45·173·7] костер ДОЛ Орленок,192.168.69.45,173,7,Фонарь,Мигающий,костер ДОЛ Орленок,Кашин 4
/devices/ld58_45_173/controls/8,[45·173·8] ДОЛ Орленок,192.168.69.45,173,8,Фонарь,ШИМ,ДОЛ Орленок,Кашин 4
/devices/ld58_45_174/controls/1,[45·174·1] Входоиерусалимская церковь,192.168.69.45,174,1,Дом,Постоянный,Входоиерусалимская церковь,Кашин 4
/devices/ld58_45_174/controls/2,"[45·174·2] д∕с — городской особняк, Московская 21∕4",192.168.69.45,174,2,Дом,Постоянный,"д∕с — городской особняк, Московская 21∕4",Кашин 4
/devices/ld58_45_174/controls/3,[45·174·3] Машинка,192.168.69.45,174,3,Машинка,Постоянный,Машинка,Кашин 4
/devices/ld58_45_174/controls/4,[45·174·4] д∕с — деревенский дом,192.168.69.45,174,4,Дом,Постоянный,д∕с — деревенский дом,Кашин 4
/devices/ld58_45_174/controls/5,[45·174·5] д∕с — деревенский дом,192.168.69.45,174,5,Дом,Постоянный,д∕с — деревенский дом,Кашин 4
/devices/ld58_45_174/controls/6,[45·174·6] храм Рождества Христова (д. Прилуки),192.168.69.45,174,6,Дом,Постоянный,храм Рождества Христова (д. Прилуки),Кашин 4
/devices/ld58_45_174/controls/7,[45·174·7] деревенские,192.168.69.45,174,7,Фонарь,ШИМ,деревенские,Кашин 4
/devices/ld58_45_174/controls/8,[45·174·8] (свободен),192.168.69.45,174,8,---,Постоянный,свободен,Кашин 4
/devices/ld58_46_175/controls/1,[46·175·1] Торговые ряды Кашина — внутренняя подсветка,192.168.69.46,175,1,Дом,Постоянный,Торговые ряды Кашина — внутренняя подсветка,Кашин 5
/devices/ld58_46_175/controls/2,[46·175·2] Торговые ряды Кашина — внешняя подсветка,192.168.69.46,175,2,Дом,Постоянный,Торговые ряды Кашина — внешняя подсветка,Кашин 5
/devices/ld58_46_175/controls/3,[46·175·3] Воскресенский собор,192.168.69.46,175,3,Дом,Постоянный,Воскресенский собор,Кашин 5
/devices/ld58_46_175/controls/4,[46·175·4] колокольня Воскресенского собора,192.168.69.46,175,4,Плеер,Постоянный,колокольня Воскресенского собора,Кашин 5
/devices/ld58_46_175/controls/5,[46·175·5] Машинка,192.168.69.46,175,5,Машинка,Постоянный,Машинка,Кашин 5
/devices/ld58_46_175/controls/6,[46·175·6] (свободен),192.168.69.46,175,6,---,Постоянный,свободен,Кашин 5
/devices/ld58_46_175/controls/7,[46·175·7] вокруг собора,192.168.69.46,175,7,Фонарь,ШИМ,вокруг собора,Кашин 5
/devices/ld58_46_175/controls/8,[46·175·8] (свободен),192.168.69.46,175,8,---,Постоянный,свободен,Кашин 5
/devices/ld58_46_176/controls/1,"[46·176·1] д∕с — городской особняк, Михаила Ушакова, 11",192.168.69.46,176,1,Дом,Постоянный,"д∕с — городской особняк, Михаила Ушакова, 11",Кашин 5
/devices/ld58_46_176/controls/2,[46·176·2] Особняк купца Жданова,192.168.69.46,176,2,Дом,Постоянный,Особняк купца Жданова,Кашин 5
/devices/ld58_46_176/controls/3,[46·176·3] д∕с — деревенский дом,192.168.69.46,176,3,Дом,Постоянный,д∕с — деревенский дом,Кашин 5
/devices/ld58_46_176/controls/4,[46·176·4] д∕с — деревенский дом,192.168.69.46,176,4,Дом,Постоянный,д∕с — деревенский дом,Кашин 5
/devices/ld58_46_176/controls/5,[46·176·5] Соборный дом,192.168.69.46,176,5,Дом,Постоянный,Соборный дом,Кашин 5
/devices/ld58_46_176/controls/6,[46·176·6] (свободен),192.168.69.46,176,6,---,Постоянный,свободен,Кашин 5
/devices/ld58_46_176/controls/7,[46·176·7] городские,192.168.69.46,176,7,Фонарь,ШИМ,городские,Кашин 5
/devices/ld58_46_176/controls/8,[46·176·8] (свободен),192.168.69.46,176,8,---,Постоянный,свободен,Кашин 5
/devices/ld58_47_131/controls/1,[47·131·1] Богоявленская церковь,192.168.69.47,131,1,Дом,Постоянный,Богоявленская церковь,Калязин 4
/devices/ld58_47_131/controls/2,[47·131·2] (свободен),192.168.69.47,131,2,---,Постоянный,свободен,Калязин 4
/devices/ld58_47_131/controls/3,[47·131·3] Особняк князей Шохонских,192.168.69.47,131,3,Дом,Постоянный,Особняк князей Шохонских,Калязин 4
/devices/ld58_47_131/controls/4,[47·131·4] д∕с — лесопилка,192.168.69.47,131,4,Дом,Постоянный,д∕с — лесопилка,Калязин 4
/devices/ld58_47_131/controls/5,[47·131·5] Машинка,192.168.69.47,131,5,Машинка,Постоянный,Машинка,Калязин 4
/devices/ld58_47_131/controls/6,[47·131·6] около Богоявленской церкови,192.168.69.47,131,6,Плеер,Постоянный,около Богоявленской церкови,Калязин 4
/devices/ld58_47_131/controls/7,[47·131·7] специально сломанный мигающий фонарь,192.168.69.47,131,7,Фонарь,ШИМ,специально сломанный мигающий фонарь,Калязин 4
/devices/ld58_47_131/controls/8,[47·131·8] костер,192.168.69.47,131,8,Фонарь,Мигающий,костер,Калязин 4
/devices/ld58_47_132/controls/1,[47·132·1] церковь Введения во храм Пр.Богородицы,192.168.69.47,132,1,Дом,Постоянный,церковь Введения во храм Пр.Богородицы,Калязин 4
/devices/ld58_47_132/controls/2,[47·132·2] д∕с — дер.дома р-на Свистуха,192.168.69.47,132,2,Дом,Постоянный,д∕с — дер.дома р-на Свистуха,Калязин 4
/devices/ld58_47_132/controls/3,[47·132·3] д∕с — дер.дома р-на Свистуха,192.168.69.47,132,3,Дом,Постоянный,д∕с — дер.дома р-на Свистуха,Калязин 4
/devices/ld58_47_132/controls/4,[47·132·4] д∕с — дер.дома р-на Свистуха,192.168.69.47,132,4,Дом,Постоянный,д∕с — дер.дома р-на Свистуха,Калязин 4
